fid,ID,type,utilFloorArea,name0,name1,name2,name3,name4,name5,name6,name7,name8,name9,idBdTopo,nbHousing,unknownNumberOfHousing,idsEntrance,nbPOI,nbWorkingPlace,nbBuildingSimple,nbEntrances,roomLeft
"592",BuildingGroup888059523532752,BuildingGroup,1973.0625,50_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245186729,"36","0",Address8788044316973147,"8","19","1","1",205.0625
"593",BuildingGroup888059471918095,BuildingGroup,13107.978,21_Passage Charles Dallery_75111,23_Passage Charles Dallery_75111,,,,,,,,,BATIMENT0000000240744835-BATIMENT0000000356564153,"121","0",Address3588044390736236__Address7488044390748957,"3","16","2","2",10607.978
"594",BuildingGroup888059462071741,BuildingGroup,1570.9487,28_Rue Keller_75111,,,,,,,,,,BATIMENT0000000240743942,"21","0",Address588044293266408,"2","9","1","1",1200.9487
"595",BuildingGroup888059090335364,BuildingGroup,726.1083,61_Boulevard de Belleville_75111,,,,,,,,,,BATIMENT0000000240758913,"21","0",Address9488044407450140,"6","12","1","1",78.10828
"596",BuildingGroup888059067017564,BuildingGroup,5296.452,92_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240754588,"36","0",Address3088044272026056,"4","15","1","1",4269.452
"597",BuildingGroup888059004564128,BuildingGroup,2233.711,8_Rue de l'Orillon_75111,,,,,,,,,,BATIMENT0000000240758111-BATIMENT0000000240758114,"5","0",Address4088044315257630,"1","1","2","1",1801.7109
"598",BuildingGroup888058952717556,BuildingGroup,704.2718,62_A_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240747862,"12","0",Address8088044315153571,"0","0","1","1",704.2718
"599",BuildingGroup888058892647018,BuildingGroup,13256.906,10_Rue Mercoeur_75111,,,,,,,,,,BATIMENT0000000240755804,"1","0",Address888044357610662,"7","42","1","1",9
"600",BuildingGroup888058851288466,BuildingGroup,1802.442,146_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240757135-BATIMENT0000000240757136,"20","0",Address588044287924192,"10","37","2","1",180
"601",BuildingGroup888058722625121,BuildingGroup,728.78577,11_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240756091,"25","0",Address188044323902557,"1","6","1","1",554.78577
"602",BuildingGroup888058639712479,BuildingGroup,673.31903,21_Rue Godefroy Cavaignac_75111,,,,,,,,,,BATIMENT0000000240744490,"11","0",Address9188044310177849,"7","9","1","1",99
"603",BuildingGroup888058538957308,BuildingGroup,3022.6638,10_Rue Morand_75111,12_Rue Morand_75111,10_BIS_Rue Morand_75111,,,,,,,,BATIMENT0000000240757780-BATIMENT0000000240757778,"37","0",Address788044392989053__Address8288044393028770__Address5588044393079576,"13","19","2","3",1408.6638
"604",BuildingGroup888058410785600,BuildingGroup,1152.0264,35_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240744412-BATIMENT0000000240744414,"0","0",Address1688044405858360,"1","1","2","1",0
"605",BuildingGroup888058302463987,BuildingGroup,901.2465,31_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245187452-BATIMENT0000000245187453,"18","0",Address8088044316530801,"2","8","2","1",433.24652
"606",BuildingGroup888057805809795,BuildingGroup,4915.6226,46_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240755632,"60","0",Address2488044398866953,"5","18","1","1",3374.6226
"607",BuildingGroup888057703176038,BuildingGroup,496.1705,4_BIS_Passage de la Main d'Or_75111,,,,,,,,,,BATIMENT0000000240743616,"11","0",Address8788044359631586,"2","5","1","1",274.1705
"608",BuildingGroup888057671569030,BuildingGroup,1464.771,30_Boulevard Voltaire_75111,12_Rue de Malte_75111,,,,,,,,,BATIMENT0000000245187320,"15","0",Address4788044303856187__Address5188044351695794,"3","5","1","2",1039.771
"609",BuildingGroup888057529240138,BuildingGroup,487.17752,11_Rue Moret_75111,,,,,,,,,,BATIMENT0000000240757835,"9","0",Address2288044386588466,"4","8","1","1",27.17752
"610",BuildingGroup888057422441560,BuildingGroup,2305.982,10_Cité Beauharnais_75111,,,,,,,,,,BATIMENT0000000240749032-BATIMENT0000000240748822-BATIMENT0000000253242247,"47","0",Address1988044292329645,"5","6","3","1",466.98193
"611",BuildingGroup888057025740028,BuildingGroup,1143.522,38_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240754653,"15","0",Address8888044277304039,"3","9","1","1",404.52197
"612",BuildingGroup8788061597842297,BuildingGroup,11354.151,100_Avenue de la République_75111,54_Rue Servan_75111,,,,,,,,,BATIMENT0000000240756663-BATIMENT0000000240756622-BATIMENT0000000240756633-BATIMENT0000000240756623,"9","0",Address4288044279004418__Address9388044371990151,"3","41","4","2",81
"613",BuildingGroup8788061308692007,BuildingGroup,6133.753,4_Rue Darboy_75111,1_BIS_Rue Deguerry_75111,,,,,,,,,BATIMENT0000000240755306-BATIMENT0000000240758852,"1","0",Address988044299576761__Address888044332433332,"4","2","2","2",5616.753
"614",BuildingGroup8788061197353789,BuildingGroup,6614.207,38_Rue Trousseau_75111,,,,,,,,,,BATIMENT0000000240743641,"4","0",,"2","20","1","0",36
"615",BuildingGroup8788061059652801,BuildingGroup,912.764,9_BIS_Boulevard de Belleville_75111,,,,,,,,,,BATIMENT0000000240758965,"17","0",Address6888044407708309,"6","9","1","1",350.76398
"616",BuildingGroup8788060935998509,BuildingGroup,1511.6866,9_Rue Auguste Barbier_75111,,,,,,,,,,BATIMENT0000000240755271-BATIMENT0000000240755270,"38","0",Address9188044387663091,"1","10","2","1",832.68665
"617",BuildingGroup8788060499496554,BuildingGroup,1458.5236,9_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000245187820,"14","0",Address2988044278950429,"5","12","1","1",759.52356
"618",BuildingGroup8788060342304836,BuildingGroup,1636.9044,32_Boulevard Richard Lenoir_75111,2_Rue Boulle_75111,,,,,,,,,BATIMENT0000000240754464,"25","0",Address5988044272590093__Address1588044345416417,"4","14","1","2",762.9044
"619",BuildingGroup8788060046478767,BuildingGroup,3429.2402,6_Rue du Moulin Joly_75111,,,,,,,,,,BATIMENT0000000240758270-BATIMENT0000000240758272,"42","0",Address9688044320498424,"16","35","2","1",760.24023
"620",BuildingGroup8788059935704557,BuildingGroup,1607.8091,23_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240756049,"22","0",Address1788044267986965,"3","12","1","1",1419.8091
"621",BuildingGroup8788059915356540,BuildingGroup,1165.9622,21_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240756052,"27","0",Address9088044267929372,"4","8","1","1",602.96216
"622",BuildingGroup8788059855391185,BuildingGroup,1427.0481,15_Rue Saint-sabin_75111,,,,,,,,,,BATIMENT0000000240742198-BATIMENT0000000240742197,"14","0",Address8488044394194884,"3","8","2","1",735.0481
"623",BuildingGroup8788059849855657,BuildingGroup,5345.544,15_Rue Daval_75111,17_Rue Daval_75111,19_Rue Daval_75111,,,,,,,,BATIMENT0000000240741920-BATIMENT0000000240741921-BATIMENT0000000240741925-BATIMENT0000000240741927-BATIMENT0000000240741928-BATIMENT0000000240741919,"48","0",Address5188044330092079__Address1288044330130710__Address9588044330197332,"11","20","6","3",2641.544
"624",BuildingGroup8788059751152252,BuildingGroup,1198.228,221_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748553,"22","0",Address6988044304048800,"3","7","1","1",753.228
"625",BuildingGroup8788059604293201,BuildingGroup,4260.472,111_Rue Saint-maur_75111,113_Rue Saint-maur_75111,,,,,,,,,BATIMENT0000000240758885-BATIMENT0000000240758884-BATIMENT0000000240758886,"2","0",Address3188044324024104,"7","23","3","1",18
"626",BuildingGroup8788059593313986,BuildingGroup,12770.217,10_COUR DES FABRIQUES_75111,2_COUR DES FABRIQUES_75111,4_COUR DES FABRIQUES_75111,5_COUR DES FABRIQUES_75111,6_COUR DES FABRIQUES_75111,7_COUR DES FABRIQUES_75111,8_COUR DES FABRIQUES_75111,,,,BATIMENT0000000240757543,"117","0",Address6688044422414095__Address6588044422426574__Address2988044422452991__Address6988044422465412__Address7488044422479063__Address1888044422491928__Address888044422504383,"15","84","1","7",8602.217
"627",BuildingGroup8788059531309881,BuildingGroup,1112.956,42_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245187469-BATIMENT0000000245187470,"4","0",Address2188044316777710,"2","2","2","1",350.95605
"628",BuildingGroup8788059515962188,BuildingGroup,13287.646,9_Rue Alphonse Baudin_75111,,,,,,,,,,BATIMENT0000000245186331-BATIMENT0000000245187526-BATIMENT0000000245187435-BATIMENT0000000245186661-BATIMENT0000000253252350,"29","0",Address588044267538933,"13","24","5","1",9659.646
"629",BuildingGroup8788059473659590,BuildingGroup,3479.87,51_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744439-BATIMENT0000000240744440-BATIMENT0000000240744462,"17","0",Address5388044259132588__Address5388044259132588,"7","23","3","2",2818.87
"630",BuildingGroup8788059452811350,BuildingGroup,4937.3867,36_Rue Keller_75111,38_Rue Keller_75111,,,,,,,,,BATIMENT0000000240743962,"36","0",Address4188044293442261__Address9088044293482997,"18","33","1","2",979.3867
"631",BuildingGroup8788059366426138,BuildingGroup,3492.7097,5_IMPASSE DES 3 SOEURS_75111,,,,,,,,,,BATIMENT0000000240755912-BATIMENT0000000240755911,"28","0",Address5088044241878414,"0","6","2","1",3492.7097
"632",BuildingGroup8788059344978827,BuildingGroup,2259.045,29_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240748010-BATIMENT0000000240748008-BATIMENT0000000240748847,"19","0",Address1688044391944171__Address1688044391944171,"3","1","3","2",1946.0449
"633",BuildingGroup8788059310857547,BuildingGroup,1591.0471,13_Place de la Nation_75111,,,,,,,,,,BATIMENT0000000240747813,"14","0",Address288044351230788,"7","14","1","1",126
"634",BuildingGroup8788059186643758,BuildingGroup,1452.5438,248_BIS_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748581,"18","0",Address1988044306480479,"5","14","1","1",257.54382
"635",BuildingGroup8788059176624393,BuildingGroup,1012.59656,10_Rue Titon_75111,,,,,,,,,,BATIMENT0000000240744287-BATIMENT0000000356564526,"1","0",Address1088044421672164,"2","5","2","1",837.59656
"636",BuildingGroup8788058954397390,BuildingGroup,8256.097,46_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240748946,"48","0",Address6288044314339449,"16","31","1","1",5114.0967
"637",BuildingGroup8788058928927091,BuildingGroup,2996.9854,5_Rue des Boulets_75111,,,,,,,,,,BATIMENT0000000240747869,"21","0",Address1088044346536863,"4","9","1","1",1208.9854
"638",BuildingGroup8788058886869193,BuildingGroup,2422.908,150_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240756002,"29","0",Address588044288033457,"4","15","1","1",1671.908
"639",BuildingGroup8788058839047667,BuildingGroup,872.04895,127_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744575,"12","0",Address1288044258863167,"2","6","1","1",760.04895
"640",BuildingGroup8788058826301805,BuildingGroup,797.92474,63_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240757054,"0","0",Address8988044385587239,"4","7","1","1",0
"641",BuildingGroup8788058807125765,BuildingGroup,856.545,65_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240755776,"0","0",Address8488044385611955,"0","1","1","1",0
"642",BuildingGroup8788058725611771,BuildingGroup,1050.2175,3_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240755962,"1","0",Address3888044268113547,"1","1","1","1",469.21753
"643",BuildingGroup8788058670097135,BuildingGroup,19819.75,177_Rue de Charonne_75111,179_Rue de Charonne_75111,,,,,,,,,BATIMENT0000000240749219-BATIMENT0000000240749209,"186","0",Address8488044261875548,"14","30","2","1",16973.75
"644",BuildingGroup8788058544800234,BuildingGroup,1169.277,88_Rue de la Fontaine au Roi_75111,,,,,,,,,,BATIMENT0000000316910545,"0","0",Address7588044374365685,"4","3","1","1",0
"645",BuildingGroup8788058405561531,BuildingGroup,1557.0045,38_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240744049,"10","0",,"3","7","1","0",1255.0045
"646",BuildingGroup8788058364463825,BuildingGroup,1088.7607,168_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240743504,"14","0",Address8488044305813823,"6","8","1","1",439.76074
"647",BuildingGroup8788058322453920,BuildingGroup,3247.5142,3_Passage Saint-sébastien_75111,5_Passage Saint-sébastien_75111,7_Passage Saint-sébastien_75111,,,,,,,,BATIMENT0000000253252383-BATIMENT0000000253252388,"24","0",Address9888044340277250__Address5788044340368619,"1","8","2","2",584.51416
"648",BuildingGroup8788058314722190,BuildingGroup,1923.3885,15_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245187436-BATIMENT0000000245187441-BATIMENT0000000245187440,"76","0",Address9988044316210242,"6","16","3","1",522.38855
"649",BuildingGroup8788058314372939,BuildingGroup,3124.9402,9_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245187437,"35","0",,"0","2","1","0",3124.9402
"650",BuildingGroup8788057917680930,BuildingGroup,513.893,13_Cité Beauharnais_75111,,,,,,,,,,BATIMENT0000000240748204,"0","0",,"1","1","1","0",0
"651",BuildingGroup8788057735920005,BuildingGroup,454.07004,6_Passage Josset_75111,,,,,,,,,,BATIMENT0000000240744014,"0","0",Address8288044346897624,"2","7","1","1",0
"652",BuildingGroup8788057602004816,BuildingGroup,2582.419,315_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240748027-BATIMENT0000000240748029,"47","0",Address8988044246087518,"5","17","2","1",2014.419
"653",BuildingGroup8788057593311510,BuildingGroup,1286.2114,1_Rue Chevreul_75111,,,,,,,,,,BATIMENT0000000240747902,"15","0",Address9588044388783936,"6","11","1","1",869.2114
"654",BuildingGroup8788057567674401,BuildingGroup,7178.65,115_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240757785-BATIMENT0000000240757787-BATIMENT0000000356564052-BATIMENT0000000356564150,"72","0",Address9688044266068414,"19","52","4","1",3994.65
"655",BuildingGroup8788057560774597,BuildingGroup,7045.4243,17_Rue Moret_75111,19_Rue Moret_75111,21_Rue Moret_75111,23_Rue Moret_75111,25_Rue Moret_75111,,,,,,BATIMENT0000000240757821,"203","0",Address188044386725167__Address5788044386794094__Address5188044386871318__Address5188044386921410__Address2288044386958773,"21","72","1","5",3943.4243
"656",BuildingGroup8788057525667278,BuildingGroup,3102.976,100_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757826,"35","0",Address3688044419910816,"5","12","1","1",2641.976
"657",BuildingGroup8788057412652752,BuildingGroup,2000.6577,47_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748729,"37","0",Address6088044280708167,"7","20","1","1",738.6577
"658",BuildingGroup8688061578887357,BuildingGroup,174.1395,151_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756672-BATIMENT0000000240757327,"0","0",Address9988044398074713__Address9988044398074713,"10","9","2","2",0
"659",BuildingGroup8688061525122442,BuildingGroup,1161.8268,150_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240759251,"32","0",Address5988044397996959,"2","6","1","1",703.8268
"660",BuildingGroup8688061511532819,BuildingGroup,778.76996,12_Rue Réné Villermé_75111,,,,,,,,,,BATIMENT0000000240756699,"13","0",Address2288044379056134,"0","2","1","1",778.76996
"661",BuildingGroup8688061291995214,BuildingGroup,540.24304,60_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240755767,"1","0",Address2488044297786786,"8","10","1","1",9
"662",BuildingGroup8688061214876811,BuildingGroup,1506.5529,3_Rue Charles Delescluze_75111,,,,,,,,,,BATIMENT0000000240744324,"30","0",Address3888044401588334,"2","7","1","1",1092.5529
"663",BuildingGroup8688061207933266,BuildingGroup,828.27405,17_Passage Saint-bernard_75111,,,,,,,,,,BATIMENT0000000240744265,"6","0",Address6288044339772475,"0","6","1","1",828.27405
"664",BuildingGroup8688061122708539,BuildingGroup,225.36899,11_Passage Dudouy_75111,,,,,,,,,,BATIMENT0000000240756563,"0","0",Address3288044333343071,"0","0","1","1",225.36899
"665",BuildingGroup8688061007952968,BuildingGroup,1893.1837,77_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240755871,"14","0",Address5688044325984525,"7","15","1","1",729.1837
"666",BuildingGroup8688060699998960,BuildingGroup,1037.85,96_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240757529,"26","0",Address6488044326870592,"4","16","1","1",82.849976
"667",BuildingGroup8688060384950829,BuildingGroup,746.249,8_Rue du Général Guilhem_75111,,,,,,,,,,BATIMENT0000000240756791,"12","0",Address3388044343867017,"2","5","1","1",612.249
"668",BuildingGroup8688060342970690,BuildingGroup,3196.1616,38_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240754475,"19","0",Address988044272799137,"5","5","1","1",2467.1616
"669",BuildingGroup8688060336094809,BuildingGroup,1614.1161,6_Rue Bréguet_75111,,,,,,,,,,BATIMENT0000000240742182-BATIMENT0000000240754620,"52","0",Address5088044341410920,"4","14","2","1",969.1161
"670",BuildingGroup8688060267104087,BuildingGroup,2059.6096,34_BIS_Rue Amelot_75111,,,,,,,,,,BATIMENT0000000245186042-BATIMENT0000000245186039,"25","0",Address9688044283098391,"1","12","2","1",1604.6096
"671",BuildingGroup8688060188620361,BuildingGroup,24644.666,64_PASSAGE DU BUREAU_75111,,,,,,,,,,BATIMENT0000000240749091-BATIMENT0000002011664049,"0","0",Address088044241588406,"5","5","2","1",0
"672",BuildingGroup8688060122787430,BuildingGroup,1285.2001,59_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240756290,"14","0",Address588044306354279,"2","3","1","1",138.20007
"673",BuildingGroup8688060115852311,BuildingGroup,569.67004,9_Cité Popincourt_75111,,,,,,,,,,BATIMENT0000000240756247,"11","0",Address5688044408243687,"1","8","1","1",476.67004
"674",BuildingGroup8688059978960771,BuildingGroup,1750.6516,34_Rue de la Folie-régnault_75111,,,,,,,,,,BATIMENT0000000240760207,"28","0",,"0","0","1","0",1750.6516
"675",BuildingGroup8688059971242275,BuildingGroup,1008.2361,19_Rue de Mont Louis_75111,,,,,,,,,,BATIMENT0000000240759939-BATIMENT0000000240759943-BATIMENT0000000240759937,"15","0",Address3988044311348385,"3","7","3","1",584.2361
"676",BuildingGroup8688059851452652,BuildingGroup,584.29004,11_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240741937,"11","0",Address1688044286466891,"4","8","1","1",37.29004
"677",BuildingGroup8688059826983801,BuildingGroup,1327.5938,14_Boulevard Beaumarchais_75111,,,,,,,,,,BATIMENT0000000245197870,"15","0",Address3288044328105858,"4","9","1","1",659.59375
"678",BuildingGroup8688059418858410,BuildingGroup,1522.724,16_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000245187781,"12","0",Address1188044276671253,"7","15","1","1",685.724
"679",BuildingGroup8688059389516414,BuildingGroup,1277.9325,26_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240755947,"0","0",Address6288044270169312,"1","6","1","1",0
"680",BuildingGroup8688059250883009,BuildingGroup,1541.883,181_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240744150-BATIMENT0000000240744690,"61","0",Address7688044247012014__Address7688044247012014,"12","38","2","2",126.88306
"681",BuildingGroup8688059074373008,BuildingGroup,5176.16,14_Rue Neuve Popincourt_75111,16_Rue Neuve Popincourt_75111,,,,,,,,,BATIMENT0000000240756365-BATIMENT0000000240756364,"45","0",Address6488044378636874__Address6188044378689767,"9","25","2","2",4226.16
"682",BuildingGroup8688059062568765,BuildingGroup,3117.2942,44_Rue de la Folie-méricourt_75111,,,,,,,,,,BATIMENT0000000240754532,"61","0",Address2088044348154727,"18","24","1","1",210.29419
"683",BuildingGroup8688058958173155,BuildingGroup,6957.1143,293_RUE DU FAUBOURG SAINT ANTOINE_75111,291_RUE DU FAUBOURG SAINT ANTOINE_75111,11_Rue des Boulets_75111,,,,,,,,BATIMENT0000000240748954-BATIMENT0000000240748967-BATIMENT0000000240748968-BATIMENT0000000240747863-BATIMENT0000000240747880-BATIMENT0000000240747867-BATIMENT0000000240747877-BATIMENT0000000240748951-BATIMENT0000000240748965,"94","0",Address2088044244956754__Address6688044244922367__Address888044346692448,"11","31","9","3",5594.1143
"684",BuildingGroup8688058758719466,BuildingGroup,2268.4375,31_Passage Thièré_75111,,,,,,,,,,BATIMENT0000000240742131-BATIMENT0000000240741903,"87","0",Address7888044334326192,"7","22","2","1",1223.4375
